兵庫県神戸市中央区栄町通七丁目 19 -2 -2 15
茨城県東茨城郡茨城町大字飯沼 22 17 17 19
宮城県角田市横倉宮越 20 8 8 8
北海道士別市東五条二十丁目 1 -20 -20 -1
北海道広尾郡広尾町丸山通南八丁目 13 -9 -9 11
福島県いわき市鹿島町米田沼田 21 9 6 6
愛知県安城市桜井町印内南分 21 7 1 1
兵庫県川辺郡猪名川町柏原栗林 21 9 9 9
広島県呉市和庄本町 11 7 8 8
愛知県北名古屋市二子瀬古 21 12 12 17
茨城県稲敷郡美浦村大字茂呂 21 16 16 18
福島県伊達郡桑折町字舘 21 17 19 17
京都府久世郡久御山町坊之池河原田 21 17 16 15
愛知県愛知郡東郷町大字諸輪畑尻 22 1 0 0
北海道札幌市北区新川三条十六丁目 6 -17 -15 3
愛知県豊川市御油町後田 21 7 1 1
愛知県豊田市三箇町秋ケ入 21 0 0 7
神奈川県横浜市都筑区仲町台二丁目 19 7 7 16
山形県寒河江市大字寒河江茨江 22 8 8 8
愛知県西尾市東幡豆町入会山 22 6 1 0
福島県いわき市平上荒川笑堂 19 6 6 6
福島県南相馬市原町区泉 14 10 8 11
宮城県伊具郡丸森町字中平西 22 17 17 19
新潟県東蒲原郡阿賀町岩谷 22 18 18 18
三重県名張市東町 9 8 7 7
北海道釧路郡釧路町鳥通東八丁目 22 0 1 20
佐賀県唐津市相知町平山下 8 6 5 5
香川県小豆郡土庄町上庄 13 9 9 9
愛知県新城市川田滝川原 21 16 14 17
東京都新宿区中落合二丁目 11 -10 -10 9
千葉県佐倉市高崎 14 10 10 10
埼玉県三郷市南蓮沼 9 -10 -12 7
山梨県大月市富浜町鳥沢 20 15 17 17
北海道札幌市白石区本通十六丁目北 17 10 14 14
福島県田村市大越町上大越大田立 20 17 19 19
茨城県日立市十王町友部 11 7 6 8
大分県東国東郡姫島村北 23 19 19 19
青森県青森市大字羽白 7 2 2 4
石川県かほく市森ハ False 5 5 False
福島県いわき市四倉町細谷堀込 21 5 0 12
京都府京都市伏見区桃山町金森出雲 4 2 1 1
神奈川県横浜市鶴見区浜町二丁目 21 13 13 16
青森県青森市大字上野 6 1 1 3
福島県石川郡玉川村大字川辺池下 21 7 7 7
愛知県豊橋市西浜町 22 18 20 18
愛知県豊田市迫町八反田 22 0 0 13
富山県射水市中太閤山十一丁目 4 -12 -11 2
愛知県岡崎市東蔵前町 18 14 16 15
福島県田村市滝根町広瀬尼ケ堤 22 5 2 8
北海道帯広市南の森西七丁目 4 -18 -18 2
愛知県豊田市堤町宝 11 7 7 6
愛知県津島市白浜町林造 22 10 4 4
奈良県奈良市上三条町 7 -1 -1 5
福岡県福岡市早良区有田四丁目 18 -4 -4 14
北海道深川市音江町一丁目 1 -22 -20 -2
京都府京都市北区上賀茂岡本町 5 0 2 3
愛知県岡崎市梅園町虎石 21 17 17 18
徳島県徳島市大松町榎原外 21 13 12 6
広島県廿日市市平良山手 6 4 3 4
京都府向日市鶏冠井町門戸 21 19 19 18
兵庫県尼崎市東浜町 7 3 5 3
茨城県筑西市中根 16 12 12 12
愛知県稲沢市祖父江町山崎柿山 21 19 18 19
茨城県東茨城郡茨城町大字網掛 22 19 17 19
愛知県稲沢市平和町勝幡新田 22 17 15 19
長野県南佐久郡南相木村石骨 20 16 16 16
愛知県豊橋市神野新田町ナノ割 False 10 20 False
岐阜県高山市江名子町 9 4 6 6
北海道上川郡清水町南四条西四丁目 22 0 1 20
石川県能美市粟生町ネ False 10 13 False
愛知県豊川市西本町 17 13 15 13
静岡県浜松市中区塩町 9 5 5 3
埼玉県さいたま市西区大字水判土 21 16 16 18
岐阜県岐阜市小西郷三丁目 1 -11 -12 -1
愛知県田原市浦町尾崎 23 19 19 17
兵庫県姫路市丸尾町 14 10 12 10
沖縄県浦添市安波茶一丁目 4 -17 -17 2
福島県二本松市竹柄 11 3 2 9
千葉県成田市大生 14 10 10 10
秋田県仙北市田沢湖田沢高屋 16 14 11 14
愛知県常滑市錦町三丁目 22 9 10 18
大阪府堺市堺区大町東一丁 12 9 9 9
宮城県栗原市志波姫堀口堂の沢東 21 5 6 6
宮城県白石市福岡深谷妙見堂 21 15 16 9
秋田県秋田市下新城笠岡川向 15 11 11 12
岩手県花巻市湯口田屋 24 15 8 10
岩手県宮古市崎鍬ヶ崎第七地割 21 5 0 10
神奈川県横浜市都筑区茅ケ崎中央 21 18 18 17
福島県福島市飯坂町平野東道下 20 14 14 8
宮城県白石市大平森合南六角 22 11 9 False
岩手県奥州市前沢生母上滝 22 8 8 8
大阪府寝屋川市寝屋川公園 5 0 0 2
新潟県長岡市蓮花寺 22 18 18 18
秋田県由利本荘市石脇田尻野 21 3 3 3
岩手県盛岡市上鹿妻蟹沢甲 23 10 10 10
北海道日高郡新ひだか町静内山手町一丁目 19 -3 2 17
千葉県柏市増尾三丁目 4 -1 -1 2
愛知県東海市高横須賀町井戸池 22 4 1 0
青森県南津軽郡田舎館村大字前田屋敷村元 21 10 -1 -1
秋田県鹿角市尾去沢鉱山中沢 21 8 11 11
愛知県愛西市草平町六上 22 1 0 False
長野県大町市大町八日町 15 10 12 8
福島県双葉郡浪江町大字室原町頭 21 7 7 7
青森県八戸市大字長苗代 5 -17 -18 2
佐賀県佐賀市富士町大字市川 15 10 9 9
愛知県額田郡幸田町大字深溝川原田 21 0 0 0
北海道紋別郡雄武町字上沢木 21 1 16 18
青森県八戸市大字是川小峠 22 0 0 8
北海道三笠市幌内新栄町 21 0 0 19
石川県加賀市片山津町巳 21 15 17 17
愛知県名古屋市緑区赤松 21 17 17 15
兵庫県神戸市北区淡河町淡河 18 14 15 15
福島県河沼郡会津坂下町字姥ケ下乙 21 8 19 19
愛知県額田郡幸田町大字深溝小皿 21 0 0 0
三重県四日市市宮東町三丁目 2 -14 -19 0
北海道士別市西二条北二丁目 5 -16 -16 3
静岡県静岡市葵区北安東五丁目 3 -12 -12 0
徳島県阿南市長生町宮内 21 13 13 9
秋田県鹿角郡小坂町小坂大生手 21 8 8 8
山形県天童市中里四丁目 7 2 2 5
福島県郡山市熱海町玉川屋敷 21 6 3 3
愛知県丹羽郡扶桑町大字高雄覚王寺前 21 0 0 -1
福島県喜多方市松山町大飯坂五百苅 22 3 0 False
愛知県一宮市丹陽町重吉城戸 21 -1 0 0
宮城県仙台市青葉区ニッカ False 2 2 False
岩手県花巻市石鳥谷町大興寺第三地割 21 -1 -1 6
愛知県知多郡美浜町大字布土北浜田 22 1 0 0
宮城県仙台市宮城野区蒲生四丁目 21 -1 -1 19
京都府京都市中京区聚楽廻西町 9 6 6 5
福岡県福岡市早良区脇山一丁目 21 -1 -1 17
福島県いわき市小名浜小屋ノ内 19 3 3 10
滋賀県大津市大将軍三丁目 18 5 5 16
愛知県常滑市金山金色 21 16 16 20
大阪府八尾市桂町五丁目 7 -15 -9 5
滋賀県長浜市湖北町馬渡 20 15 17 17
千葉県長生郡長柄町六地蔵 21 3 3 19
大阪府堺市堺区少林寺町西一丁 7 -4 -5 5
北海道磯谷郡蘭越町字栄 22 8 16 18
青森県五所川原市大字持子沢笠野前 22 1 1 11
岐阜県多治見市東山二丁目 7 -5 -5 5
茨城県笠間市稲田 9 5 5 5
新潟県新発田市大友 11 7 7 7
茨城県高萩市大和町二丁目 5 -5 -8 2
福島県伊達市梁川町南町谷川 21 16 14 13
福島県伊達郡桑折町字落合 21 15 17 17
福島県相馬市原釜北高野 21 16 16 10
宮崎県延岡市山月町二丁目 17 -3 -4 14
愛知県安城市桜井町茶屋坊 21 1 0 0
神奈川県秦野市寿町 6 3 3 3
大分県竹田市大字志土知 16 11 13 13
徳島県鳴門市撫養町大桑島大谷 21 6 2 5
栃木県真岡市台町 11 7 7 7
福島県郡山市大槻町愛宕東 21 10 7 7
宮城県多賀城市下馬二丁目 9 -3 -3 7
東京都八王子市三崎町 7 -8 -2 5
大阪府大阪市北区池田町 9 5 7 4
静岡県富士市伝法久保田 23 9 9 9
岩手県北上市柳原町一丁目 8 -2 -2 5
高知県安芸市港町二丁目 2 -10 -10 -2
北海道河東郡音更町南住吉台 21 15 18 18
北海道虻田郡京極町字北岡 20 6 14 16
高知県高知市唐人町 5 1 3 1
愛知県愛知郡東郷町大字春木喜之右エ門新田 22 -1 0 1
千葉県市川市高谷一丁目 3 -2 -2 1
石川県羽咋郡志賀町仏木 22 16 18 18
愛知県碧南市西山町七丁目 13 -10 -9 11
愛知県一宮市北方町北方畑下郷 23 2 -1 6
北海道札幌市北区太平五条一丁目 22 -1 0 18
福島県郡山市図景二丁目 7 -1 -5 5
愛知県稲沢市祖父江町四貫 21 3 0 19
三重県松阪市五反田町三丁目 14 -4 -7 12
愛知県安城市小川町小向 22 18 20 19
奈良県吉野郡川上村大字上多古 21 7 7 7
大阪府泉北郡忠岡町高月南一丁目 22 9 9 20
岩手県陸前高田市気仙町町裏 21 17 19 18
山梨県南都留郡道志村神地向 23 17 16 19
岡山県加賀郡吉備中央町案田 18 12 14 14
福島県伊達市梁川町東大枝上打越 21 16 12 9
愛知県安城市東町秋葉下 22 7 7 6
茨城県北茨城市関本町福田 21 16 18 18
大阪府大阪市北区西天満四丁目 3 -2 -2 1
新潟県新潟市中央区鐘木 17 11 13 13
岡山県津山市日上 14 10 10 10
岩手県北上市和賀町岩崎新田大和 11 8 9 9
秋田県仙北市田沢湖生保内下堂田 22 4 4 4
千葉県松戸市岩瀬 14 10 10 10
福島県耶麻郡猪苗代町大字磐里角田 21 7 7 7
福岡県遠賀郡芦屋町大字芦屋 21 18 18 18
東京都府中市押立町四丁目 5 -15 -16 2
大阪府八尾市南本町七丁目 5 -16 -16 3
福島県白河市表郷中野中才ノ内 21 7 7 11
愛知県稲沢市稲島町中川 21 17 19 18
岩手県北上市更木二十三地割 22 1 1 False
東京都東大和市高木二丁目 11 6 6 9
神奈川県座間市東原四丁目 7 -1 -1 5
三重県熊野市紀和町小船 16 15 12 14
愛知県北名古屋市鍜治ケ一色西一丁目 15 -6 -6 13
山口県下関市彦島迫町六丁目 2 -18 -20 -1
京都府京都市伏見区深草フチ町 11 4 9 7
秋田県秋田市飯島中野 15 13 13 10
青森県十和田市西十二番町 2 -5 -8 0
北海道登別市柏木町二丁目 4 -18 -17 1
愛知県一宮市丹陽町九日市場庚申塚 22 0 0 3
山口県防府市迫戸町 15 9 11 11
京都府京都市中京区泉正寺町 12 8 10 7
東京都日野市程久保二丁目 11 -2 -2 9
愛知県豊橋市前芝町山内 22 20 19 19
東京都国分寺市西町三丁目 4 -8 -8 0
福島県耶麻郡磐梯町大字更科大曲 21 7 7 7
宮城県白石市大平中目古屋敷 21 19 19 18
北海道札幌市西区八軒六条東一丁目 22 1 1 False
愛知県知多郡東浦町大字緒川桐池参区 22 0 1 0
北海道中川郡美深町東六条北三丁目 22 1 1 20
北海道江別市四条七丁目 17 -5 -4 15
石川県白山市安養寺町 13 10 11 10
福島県福島市桜本下蟹田 22 16 16 14
愛知県新城市富岡門原野 21 5 5 9
広島県安芸郡熊野町萩原二丁目 21 -1 -1 19
宮崎県宮崎市恒久五丁目 7 -2 -2 5
千葉県佐倉市直弥 14 10 10 10
福島県いわき市鹿島町御代九反田 22 1 1 False
愛知県常滑市樽水町二丁目 21 -2 0 18
福島県いわき市四倉町玉山 17 2 -5 15
茨城県常陸太田市棚谷町 15 9 11 11
東京都杉並区高円寺北三丁目 2 -4 -3 0
滋賀県長浜市新栄町 15 11 13 11
東京都江戸川区瑞江一丁目 17 -5 -5 15
青森県上北郡六戸町大字折茂今熊 21 3 0 False
石川県金沢市南森本町ル False 4 4 False
愛知県安城市堀内町形谷 22 16 14 18
北海道札幌市北区北十八条西九丁目 7 -14 -14 4
石川県小松市河田町子 16 14 14 13
愛知県蒲郡市西浦町南明柄 22 6 0 0
愛知県豊田市小松野町 14 12 12 11
愛知県岡崎市奥殿町石飛 21 9 3 3
京都府亀岡市篠町夕日ケ丘二丁目 21 -1 -1 9
宮城県伊具郡丸森町舘矢間舘山直洲 21 7 7 7
北海道札幌市北区北二十二条西十二丁目 4 -19 -17 1
宮城県柴田郡川崎町大字今宿野上町 21 5 5 5
京都府八幡市内里深田 7 2 2 4
青森県青森市松原二丁目 3 -2 -2 1
山口県下関市山の口町 6 2 4 2
兵庫県宍粟市山崎町上比地 21 4 18 18
新潟県村上市岩船中新町 5 0 2 2
愛知県豊田市畝部東町寺裏 21 19 19 18
愛知県豊川市牛久保町若子 22 17 11 9
北海道旭川市神居二条七丁目 1 -20 -21 -1
福島県喜多方市松山町大飯坂山郷道下 22 20 16 11
富山県富山市八尾町専沢 16 3 -4 14
宮崎県小林市大字堤三本松 21 18 18 14
宮城県名取市高舘吉田内舘 20 19 19 18
愛知県西尾市鳥羽町大狐 21 3 3 -1
愛知県弥富市川原欠一丁目 12 0 0 10
和歌山県田辺市本宮町上切原 22 19 20 20
青森県青森市大字野尻今田 15 8 8 7
三重県四日市市山之一色町 21 18 5 18
大阪府和泉市唐国町二丁目 11 1 -2 8
兵庫県豊岡市若松町 7 3 5 3
福島県白河市関辺日の出 24 12 12 12
京都府京都市下京区釘隠町 11 7 7 7
東京都葛飾区白鳥三丁目 6 0 0 4
宮城県柴田郡大河原町新寺 22 18 18 18
沖縄県島尻郡伊平屋村字田名 21 15 17 17
岐阜県岐阜市加納清水町三丁目 1 -14 -14 -2
新潟県上越市大字下曽根 20 15 15 17
島根県浜田市三隅町芦谷 20 14 -2 18
兵庫県神戸市長田区大塚町六丁目 20 10 7 16
大分県日田市大字有田 7 2 2 4
福島県会津若松市河東町郡山古宮 21 11 10 10
東京都町田市小川四丁目 12 7 7 10
愛知県知多郡阿久比町大字椋岡南畑 21 19 19 18
岐阜県関市東新町一丁目 1 -4 -9 -2
山口県周南市大字湯野 18 13 13 15
新潟県佐渡市松ケ崎 7 5 5 5
岩手県奥州市水沢佐倉河竹林田 22 6 6 6
愛知県尾張旭市東栄町三丁目 21 -2 -1 18
山形県鶴岡市湯田川岩清水 21 10 8 12
愛知県西尾市吉良町小山田東山 21 10 4 6
宮城県栗原市志波姫堀口沖 23 10 10 10
高知県南国市岡豊町笠ノ川 9 -1 7 7
京都府木津川市加茂町例幣奥ノ平 22 10 7 12
兵庫県伊丹市北園二丁目 12 0 0 10
京都府綾部市味方町鷲谷 18 14 12 11
愛知県西尾市川口町中切 21 18 16 11
熊本県玉名郡玉東町大字原倉 20 15 17 17
愛知県新城市須長天王 23 11 11 9
愛知県瀬戸市北みずの坂二丁目 22 -1 1 20
石川県かほく市狩鹿野チ False 7 7 False
大阪府大阪市住吉区庭井一丁目 11 2 3 7
宮城県白石市福岡蔵本狐壇 21 8 8 8
秋田県潟上市天王追分 13 8 8 12
鹿児島県鹿屋市寿六丁目 13 4 4 11
北海道上川郡美瑛町寿町三丁目 21 0 -1 17
岩手県盛岡市稲荷町 15 11 13 11
茨城県取手市新町四丁目 6 -7 -7 2
愛知県豊田市大林町六丁目 22 1 0 19
岐阜県岐阜市吾妻町二丁目 1 -6 -9 -2
岐阜県羽島郡岐南町三宅七丁目 22 1 1 20
新潟県上越市大字五智国分 19 1 1 17
愛知県知多郡武豊町字中蓮 22 1 1 1
青森県東津軽郡外ケ浜町字平舘今津間沢 21 19 0 19
富山県中新川郡上市町飯坂新 21 19 17 16
兵庫県宝塚市雲雀丘一丁目 22 1 1 20
広島県呉市安浦町水尻一丁目 12 -9 -9 10
茨城県稲敷市村田 21 17 17 17
宮城県気仙沼市前木 8 2 4 4
愛知県知多郡南知多町大字内海東御所奥 21 0 -3 -1
愛知県名古屋市千種区鍋屋上野町 21 16 18 17
福島県南相馬市小高区東町三丁目 10 -10 -11 7
島根県松江市東出雲町錦新町八丁目 5 -7 -11 3
神奈川県横浜市中区千歳町 13 10 11 8
北海道札幌市南区澄川三条五丁目 22 -3 1 18
秋田県由利本荘市西小人町 10 6 5 7
鹿児島県鹿児島市下福元町 11 8 9 9
岩手県花巻市北笹間十七地割 22 0 0 False
北海道札幌市白石区菊水元町二条二丁目 16 -6 -5 13
宮城県黒川郡大郷町川内清水畑 21 19 16 12
宮城県亘理郡山元町つばめの杜一丁目 22 1 6 20
宮城県富谷市成田三丁目 7 2 2 5
長崎県長崎市立山二丁目 3 -9 -9 1
福島県郡山市田村町金屋冬室 15 12 13 13
愛知県稲沢市平蜂ノ坪町 21 1 19 19
宮城県東松島市小松中浮足 23 17 17 17
富山県富山市綾田町二丁目 1 -6 -8 -2
岩手県花巻市中根子中屋敷 21 0 0 0
埼玉県加須市南篠崎一丁目 21 16 16 19
福島県いわき市平沼ノ内堂下 17 3 9 9
長崎県対馬市上県町鹿見 20 16 17 17
和歌山県橋本市紀見 4 2 1 1
宮城県東松島市根古下 20 16 18 15
茨城県牛久市さくら台二丁目 21 -4 -1 17
宮城県仙台市青葉区台原森林公園 14 12 11 10
岐阜県多治見市御幸町二丁目 2 -11 -10 -1
宮城県白石市東町一丁目 18 8 13 14
京都府木津川市南加茂台二丁目 14 0 1 11
鹿児島県鹿児島市常盤一丁目 21 -1 -1 19
愛知県豊田市御幸町三丁目 1 -17 -11 -2
岐阜県多治見市美坂町一丁目 4 -6 -8 1
北海道岩見沢市南町九条五丁目 1 -24 -21 -1
茨城県守谷市けやき台二丁目 21 0 0 19
京都府京田辺市薪四反田 6 -1 -1 4
秋田県能代市二ツ井町小繋 19 3 3 17
秋田県横手市雄物川町薄井大見内 22 8 1 1
北海道広尾郡広尾町東一条十三丁目 13 -11 -8 11
福島県いわき市常磐上湯長谷町 21 18 18 18
神奈川県三浦市初声町下宮田 9 7 6 7
愛媛県今治市立花町四丁目 5 -5 -7 2
岡山県倉敷市呼松町 15 11 11 11
愛知県愛西市森川町川平 22 18 17 15
富山県魚津市青島 6 2 2 2
愛知県名古屋市南区本星崎町堀割 21 9 0 1
岩手県胆沢郡金ケ崎町三ケ尻丹蔵堰 21 5 5 13
青森県青森市安方二丁目 3 -9 -9 1
愛知県豊明市西川町島原 22 20 20 19
滋賀県湖南市西寺一丁目 7 -4 2 5
福岡県福岡市東区松崎三丁目 10 -2 -2 7
福島県伊達郡桑折町大字伊達崎西北沢 23 0 1 2
北海道札幌市白石区北郷五条八丁目 21 -2 -1 17
北海道標津郡中標津町西十二条南十丁目 16 -5 -5 14
広島県広島市中区弥生町 11 7 9 5
福岡県北九州市小倉南区下城野三丁目 21 0 0 19
長崎県諫早市御手水町 19 16 17 16
北海道河西郡中札内村東一条北七丁目 21 -3 0 19
東京都武蔵村山市中原五丁目 17 -4 -4 11
静岡県静岡市清水区宮代町 13 9 11 9
埼玉県さいたま市浦和区岸町一丁目 22 2 0 16
福岡県北九州市八幡西区市瀬三丁目 21 -1 -1 17
北海道富良野市本町 9 7 5 5
北海道野付郡別海町上春別 13 1 9 9
愛知県春日井市篠木町三丁目 5 -5 -8 2
宮城県角田市岡阿弥陀入 21 0 0 0
静岡県富士宮市原 4 2 0 0
東京都西多摩郡瑞穂町大字高根 21 16 16 18
兵庫県川辺郡猪名川町杤原宮下 21 9 9 9
福島県双葉郡富岡町大字仏浜 22 10 10 10
茨城県稲敷郡河内町下町歩 22 17 18 18
北海道帯広市西五条北五丁目 1 -20 -20 -1
岩手県北上市和賀町山口二十一地割 21 0 0 False
京都府南丹市園部町栄町二号 22 8 5 14
福島県郡山市熱海町安子島五輪塔 21 4 1 False
静岡県島田市新町通 7 5 3 3
大阪府堺市堺区材木町東四丁 9 2 -3 7
静岡県三島市徳倉一丁目 18 3 -3 16
鳥取県鳥取市上砂見 15 11 11 11
愛知県刈谷市矢場町五丁目 5 -18 -17 2
大阪府岸和田市八阪町三丁目 18 5 2 16
北海道空知郡上富良野町西十線北三十三号 22 1 0 20
福島県相馬市石上南蛯沢 18 12 11 9
愛知県知多郡東浦町大字緒川唐治屋敷 22 1 1 1
愛媛県西条市氷見丙 12 10 8 8
神奈川県相模原市緑区寸沢嵐 23 20 20 18
愛知県瀬戸市高根町三丁目 12 -9 -10 9
新潟県長岡市草生津一丁目 4 -17 -17 2
高知県高知市新屋敷一丁目 1 -4 -4 -1
長崎県長崎市女の都二丁目 5 -16 -9 3
滋賀県甲賀市信楽町中野 22 18 17 19
福島県福島市飯坂町舘 9 7 2 6
熊本県熊本市中央区大江五丁目 18 -4 -4 14
福井県大飯郡高浜町高森 22 18 18 18
宮城県岩沼市梶橋 2 -2 -2 -2
岐阜県安八郡神戸町大字前田 21 0 0 19
岩手県花巻市葛第十一地割 21 0 0 False
岩手県遠野市松崎町白岩二十二地割 22 1 0 False
愛知県豊川市寿通二丁目 15 3 3 13
愛知県豊田市篠原町馬口 22 21 15 20
愛媛県新居浜市菊本町一丁目 21 0 -1 18
岩手県花巻市成田第二十四地割 22 1 1 False
茨城県古河市上砂井 22 19 18 18
茨城県常総市中沼 21 17 17 17
兵庫県神戸市須磨区松風町六丁目 22 2 1 17
愛知県西尾市一色町一色下屋敷 23 -1 -1 6
三重県名張市百合が丘東四番町 12 -7 -7 10
高知県香南市夜須町千切 12 11 9 9
岩手県八幡平市打田内 11 -6 -10 7
福井県福井市更毛町 9 5 5 5
宮城県柴田郡柴田町船岡東三丁目 20 -1 -1 18
静岡県島田市本通一丁目 1 -4 -4 -1
北海道標津郡中標津町西十一条北十丁目 16 -5 -5 14
愛知県豊田市木瀬町井ノ平 22 2 2 9
北海道旭川市永山四条十五丁目 1 -20 -4 -1
福島県福島市鎌田御仮家 18 14 14 13
埼玉県熊谷市高柳 5 1 1 1
兵庫県小野市住吉町 9 5 7 5
大阪府豊中市上新田四丁目 8 3 3 6
愛知県額田郡幸田町大字菱池行連 21 -1 0 0
愛知県豊田市花園町一本木 22 15 14 8
愛知県大府市月見町六丁目 1 -9 -12 -2
京都府京都市北区紫野東舟岡町 5 2 2 3
秋田県仙北市田沢湖生保内上堂田 21 4 4 4
岐阜県岐阜市北一色一丁目 4 -15 -15 2
福島県伊達郡桑折町大字南半田中北前 21 5 5 5
宮城県石巻市あけぼの二丁目 22 9 9 20
大分県国東市国見町伊美 18 17 15 15
岩手県宮古市田老四丁目 21 9 9 19
